customer_id,age,gender,marital_status,job,monthly_income,housing_status,district,city,no_of_previous_loans,no_of_available_loans,total_on_time_payments,total_late_payments,risk
19651978701,26,Female,Married,Electrician,452021.84,Family,Hambantota,Hambantota,5,1,10,4,high
19581998714,43,Female,Married,Nurse,28246.05,Rent,Colombo,Moratuwa,5,1,10,3,medium
19723028729,28,Female,Divorced,Laborer,239038.06,Other,Colombo,Colombo,1,3,4,5,high
19930018735,24,Female,Divorced,Mason,497059.61,Rent,Colombo,Dehiwala,4,3,20,5,medium
19861828740,60,Female,Married,Mechanic,264158.24,Other,Kalutara,Panadura,4,3,9,1,medium
19522528756,64,Male,Divorced,Farmer,207467.82,Own,Hambantota,Tissamaharama,1,1,16,2,low
19860388767,59,Female,Married,Nurse,117920.95,Other,Matara,Akuressa,4,1,11,4,high
19682718773,28,Female,Divorced,Accountant,236698.51,Own,Kandy,Kandy,5,0,20,2,low
19722998784,23,Female,Married,Nurse,236005.71,Other,Gampaha,Ja-Ela,2,3,3,9,high
19560578791,34,Female,Divorced,Taxi Driver,159543.89,Family,Kalutara,Panadura,3,3,20,9,medium
19620608805,64,Male,Divorced,Software Engineer,228934.56,Other,Matale,Matale,2,2,20,1,high
19732968810,62,Female,Single,Doctor,440899.51,Own,Colombo,Dehiwala,5,0,0,1,low
19610628829,60,Female,Married,Fisherman,80361.44,Rent,Hambantota,Hambantota,5,1,17,10,high
20032048838,57,Female,Married,Chef,171494.01,Rent,Hambantota,Hambantota,3,3,20,3,medium
19552158847,41,Female,Single,Police Officer,162018.97,Rent,Galle,Hikkaduwa,2,0,17,10,medium
19710228858,26,Male,Divorced,Nurse,232163.24,Other,Gampaha,Kelaniya,1,1,4,8,high
19921588860,21,Male,Divorced,Banker,290703.49,Own,Matara,Matara,3,0,16,0,low
19762188879,58,Female,Single,Painter,239355.15,Own,Hambantota,Tangalle,0,1,18,2,low
19570968884,63,Female,Married,Taxi Driver,302914.26,Rent,Gampaha,Ja-Ela,1,3,7,7,medium
19651338895,56,Female,Divorced,Painter,374749.65,Other,Matale,Matale,4,0,0,8,low
19940348904,21,Male,Divorced,Engineer,168084.46,Own,Hambantota,Hambantota,3,1,10,0,low
20012128910,24,Female,Single,Nurse,32035,Family,Kalutara,Panadura,3,0,1,3,low
20020088928,23,Female,Married,Laborer,400647.75,Rent,Kalutara,Beruwala,4,1,17,2,high
19802488932,57,Male,Divorced,Laborer,497566.2,Other,Kandy,Gampola,0,1,2,8,medium
19840748940,65,Male,Single,Nurse,211604.42,Own,Kandy,Peradeniya,4,2,4,6,high
19911888954,23,Male,Single,Clerk,150385.37,Rent,Hambantota,Tissamaharama,4,1,16,8,medium
20040688961,49,Male,Single,Teacher,174363.66,Other,Colombo,Moratuwa,5,2,1,8,medium
19580068976,46,Female,Divorced,Tailor,307680.31,Other,Colombo,Colombo,4,1,7,4,medium
19532248988,45,Female,Married,Accountant,290053.29,Other,Matara,Weligama,0,2,20,2,high
19903408990,22,Male,Single,Army Officer,179782.71,Own,Matara,Akuressa,3,0,0,5,low
19820269006,48,Male,Married,Mason,364189.92,Family,Gampaha,Negombo,1,2,10,1,medium
19642029015,21,Female,Divorced,Plumber,413987.83,Own,Kalutara,Beruwala,1,2,11,0,high
19843309020,59,Female,Single,Driver,293242.12,Other,Nuwara Eliya,Hatton,0,0,17,3,low
19693379033,54,Male,Married,Accountant,468548.54,Other,Galle,Galle,2,3,2,6,high
20032289044,51,Female,Married,Receptionist,312226.49,Rent,Gampaha,Ja-Ela,5,3,19,8,medium
19722419050,34,Female,Divorced,Driver,459252.17,Family,Gampaha,Negombo,3,2,0,3,medium
19700639064,26,Male,Married,Clerk,236228.92,Own,Galle,Ambalangoda,2,3,0,2,high
20002569076,59,Female,Married,Clerk,230694.87,Rent,Hambantota,Tangalle,1,0,19,0,low
19841559080,28,Male,Married,Doctor,382835.69,Own,Kandy,Peradeniya,0,3,0,4,high
19653559090,21,Female,Divorced,Chef,100867.54,Family,Kalutara,Beruwala,0,3,8,8,medium
19641699100,50,Male,Married,Cleaner,326667.62,Rent,Kalutara,Panadura,3,2,16,3,high
19692529118,58,Male,Single,Teacher,192070.59,Rent,Galle,Hikkaduwa,1,0,0,10,medium
19931719126,38,Male,Married,Construction Worker,73449.79,Own,Nuwara Eliya,Hatton,2,3,7,6,medium
20002179136,40,Male,Single,Construction Worker,411365.32,Rent,Kandy,Gampola,4,1,4,6,medium
19571949149,59,Male,Divorced,Banker,91711.71,Rent,Colombo,Dehiwala,0,2,19,0,medium
19660669152,57,Male,Divorced,Nurse,454421.12,Family,Galle,Galle,0,3,1,6,medium
19852229162,37,Male,Married,Painter,463948.92,Other,Hambantota,Tangalle,1,2,18,7,high
20050699176,50,Male,Single,Engineer,340929.56,Other,Kalutara,Panadura,1,0,13,5,medium
19761749187,28,Male,Divorced,Engineer,61041.09,Family,Colombo,Dehiwala,0,1,18,3,low
19872579196,65,Male,Divorced,Businessman,213827.37,Rent,Matale,Dambulla,2,3,17,8,high
19563079206,50,Male,Married,Painter,55420.34,Other,Gampaha,Ja-Ela,3,3,9,0,high
19850129216,28,Female,Divorced,Accountant,192999.57,Own,Hambantota,Tissamaharama,4,3,3,0,low
19611679228,52,Female,Married,Doctor,173321.69,Family,Gampaha,Ja-Ela,4,1,5,5,high
19571909236,23,Male,Divorced,Banker,431431.82,Rent,Galle,Ambalangoda,5,0,12,7,medium
19992699248,31,Male,Divorced,Army Officer,440187.95,Family,Kandy,Gampola,3,0,18,10,low
19961189256,31,Female,Married,Engineer,235066.51,Own,Matale,Matale,4,1,0,6,high
19763309261,37,Female,Married,Mechanic,87659.55,Rent,Galle,Ambalangoda,4,1,12,0,medium
19692779276,27,Female,Divorced,Doctor,172203.48,Family,Matara,Akuressa,4,1,9,9,medium
19660459284,55,Female,Divorced,Farmer,222915.66,Own,Kandy,Gampola,5,0,14,4,low
19550739299,63,Male,Married,Cleaner,352926.51,Rent,Nuwara Eliya,Hatton,3,3,19,1,high
19720709307,44,Male,Married,Teacher,304410.28,Rent,Nuwara Eliya,Nuwara Eliya,2,2,0,6,high
19513069314,65,Female,Divorced,Clerk,459471.13,Family,Kandy,Gampola,4,1,0,10,high
20051239320,46,Male,Married,Plumber,410909.93,Other,Matale,Matale,5,0,13,0,medium
19852719339,24,Female,Single,Security Guard,315690.33,Own,Matale,Dambulla,1,2,4,10,medium
19623429347,30,Male,Single,Software Engineer,284666.16,Other,Nuwara Eliya,Hatton,3,3,4,10,medium
19680769354,25,Male,Single,Plumber,483274.41,Other,Matara,Matara,5,3,4,4,high
19951809367,52,Male,Single,Laborer,449641.35,Rent,Kalutara,Beruwala,3,1,6,10,medium
19671069377,56,Male,Divorced,Nurse,302077.01,Own,Colombo,Colombo,4,1,12,5,low
20010099384,49,Female,Divorced,Doctor,252158.61,Rent,Matara,Weligama,1,2,8,4,medium
19662199390,62,Male,Divorced,Mechanic,337945.18,Own,Matale,Galewela,0,2,18,3,low
20041529403,36,Male,Single,Painter,488804.78,Family,Galle,Ambalangoda,2,2,5,9,medium
19943179416,37,Male,Married,Driver,215047.21,Rent,Colombo,Colombo,5,0,15,4,low
19571989423,47,Female,Divorced,Security Guard,394200.97,Other,Matale,Galewela,2,0,4,5,low
19701219432,55,Female,Divorced,Nurse,184290.36,Family,Kandy,Peradeniya,1,1,12,4,medium
19542729442,37,Male,Divorced,Teacher,449792.27,Own,Hambantota,Tangalle,4,2,9,4,medium
19500449451,48,Male,Single,Clerk,296860.74,Own,Matara,Akuressa,1,0,14,6,medium
19592959460,49,Female,Single,Chef,233181.35,Family,Colombo,Moratuwa,1,1,5,8,medium
19811209475,35,Male,Divorced,Accountant,285130.21,Family,Galle,Hikkaduwa,3,0,4,1,low
19981359484,45,Female,Divorced,Police Officer,496965.73,Own,Hambantota,Tissamaharama,4,2,6,4,medium
19523049499,21,Female,Married,Shop Assistant,16296.92,Own,Galle,Galle,4,0,6,5,low
20033659503,38,Female,Divorced,Painter,423873.67,Own,Kandy,Peradeniya,3,2,6,10,medium
19580829516,56,Male,Single,Tailor,282254.41,Rent,Colombo,Dehiwala,0,1,14,10,medium
19763459522,54,Male,Divorced,Doctor,297106.68,Other,Kandy,Gampola,1,3,19,4,medium
19511319537,47,Male,Divorced,Shop Assistant,433487.54,Own,Matale,Dambulla,0,3,19,4,low
19820529542,61,Female,Divorced,Engineer,372902.23,Own,Colombo,Dehiwala,2,0,18,1,low
19862309553,64,Female,Single,Electrician,123856.3,Rent,Matara,Akuressa,0,2,4,7,medium
19850569567,62,Male,Married,Doctor,306571.49,Own,Matale,Matale,5,3,19,3,high
19792819570,62,Female,Married,Accountant,82221.25,Other,Galle,Hikkaduwa,2,2,9,10,high
19840179585,59,Female,Single,Fisherman,72028.14,Other,Nuwara Eliya,Talawakele,5,3,2,10,medium
19840579596,62,Male,Single,Accountant,71048.44,Own,Matara,Matara,0,0,0,0,low
19552379606,36,Female,Divorced,Chef,272198.58,Own,Gampaha,Negombo,2,0,11,10,medium
19751729617,61,Male,Married,Cleaner,447725.57,Other,Nuwara Eliya,Hatton,5,0,2,0,high
19522689627,38,Female,Divorced,Receptionist,415637.61,Family,Colombo,Dehiwala,4,0,17,5,low
19941919638,51,Male,Single,Security Guard,483803.6,Other,Kalutara,Panadura,5,0,5,3,low
19950519641,37,Male,Married,Clerk,365772.88,Rent,Galle,Galle,2,0,19,7,low
19922729659,36,Male,Divorced,Teacher,173221.84,Own,Matara,Matara,2,3,17,7,low
19782289660,31,Female,Married,Civil Servant,103619.7,Rent,Matale,Dambulla,5,2,5,7,medium
19783519679,28,Male,Married,Banker,93073.41,Rent,Matale,Galewela,3,2,12,0,high
19972229687,48,Male,Divorced,Farmer,29177.34,Family,Colombo,Colombo,5,0,8,1,low
20002129697,64,Female,Single,Driver,101270.29,Other,Matale,Dambulla,4,1,9,1,high
19691859707,63,Female,Divorced,Civil Servant,280648.94,Own,Gampaha,Negombo,3,1,13,9,medium
19962809715,59,Female,Divorced,Taxi Driver,251948.82,Other,Kalutara,Beruwala,1,1,1,4,medium
19520669728,40,Female,Single,Teacher,278603.83,Other,Nuwara Eliya,Talawakele,4,2,5,10,medium
19533239730,37,Female,Married,Electrician,334502.43,Other,Kalutara,Kalutara,0,1,19,10,medium
19562439742,39,Male,Married,Mason,73337.18,Rent,Matara,Akuressa,3,3,6,10,medium
20052999755,21,Female,Single,Receptionist,353879.73,Family,Kalutara,Panadura,4,3,15,9,medium
19980279766,39,Female,Married,Businessman,322966.4,Other,Kandy,Kandy,3,3,18,8,high
19911219776,37,Female,Married,Taxi Driver,414621.04,Rent,Hambantota,Tangalle,3,0,3,2,high
20042799781,25,Male,Divorced,Civil Servant,318871.58,Own,Kalutara,Beruwala,0,1,14,5,medium
19792799791,48,Male,Married,Fisherman,122725.16,Rent,Matara,Weligama,3,2,17,4,medium
19801089804,24,Female,Divorced,Electrician,190458.13,Rent,Galle,Ambalangoda,3,3,11,3,medium
19791419819,33,Female,Single,Civil Servant,278058.58,Rent,Kandy,Gampola,3,0,2,9,medium
19880709826,26,Female,Single,Civil Servant,329221.71,Own,Kalutara,Panadura,2,0,1,4,low
19610839837,43,Female,Married,Tailor,86090.14,Other,Hambantota,Tissamaharama,3,2,13,9,medium
19730749843,33,Male,Married,Laborer,128721.46,Own,Colombo,Moratuwa,5,0,9,4,low
19620909858,49,Male,Single,Nurse,69188.87,Rent,Hambantota,Tangalle,2,2,20,0,low
19532109864,51,Male,Single,Mason,354259.45,Rent,Matale,Galewela,1,2,11,2,medium
19662759879,63,Male,Married,Mason,398526.56,Rent,Kandy,Gampola,5,0,15,7,medium
19711149881,28,Female,Married,Software Engineer,144244.62,Other,Kandy,Kandy,0,3,8,1,high
19612909895,42,Female,Divorced,Shop Assistant,461675.06,Rent,Kalutara,Panadura,3,0,9,5,medium
19793659903,29,Female,Married,Construction Worker,402336.28,Family,Colombo,Colombo,1,1,20,5,high
19780779917,30,Male,Married,Police Officer,227098.54,Family,Hambantota,Hambantota,4,1,16,9,medium
19621439929,42,Female,Married,Engineer,83022.17,Rent,Kalutara,Beruwala,4,0,16,10,medium
20053569939,55,Female,Married,Clerk,60506.14,Own,Hambantota,Tissamaharama,5,0,3,0,low
19940949941,44,Male,Divorced,Plumber,323603.06,Rent,Hambantota,Tangalle,4,3,6,7,medium
20032669955,49,Female,Single,Civil Servant,236281.55,Family,Kandy,Peradeniya,3,2,8,0,low
19960979960,25,Male,Single,Farmer,15343.66,Own,Nuwara Eliya,Nuwara Eliya,4,0,16,0,low
19551609978,51,Female,Single,Taxi Driver,142980.97,Rent,Kalutara,Beruwala,3,2,19,1,medium
19660669989,34,Male,Single,Laborer,14993.46,Rent,Kalutara,Beruwala,0,0,8,5,medium
19512529999,51,Male,Married,Electrician,72191.74,Family,Matara,Akuressa,5,1,1,1,low
20023010007,34,Male,Single,Cleaner,438913.38,Own,Hambantota,Tangalle,4,1,14,8,medium
19840580010,49,Female,Divorced,Tailor,113235.05,Other,Colombo,Moratuwa,1,3,2,3,medium
19560140029,43,Male,Married,Nurse,245140.4,Family,Matale,Galewela,5,2,6,10,high
19521180033,55,Male,Single,Electrician,99592.99,Family,Matale,Galewela,1,2,14,0,medium
20000950047,47,Male,Single,Farmer,45778.62,Other,Matara,Weligama,3,1,0,9,medium
19931600052,49,Male,Married,Engineer,319635.46,Other,Kalutara,Kalutara,0,3,10,5,high
19630470061,25,Female,Divorced,Taxi Driver,415676.27,Family,Matara,Weligama,5,3,10,3,medium
19962810079,46,Male,Single,Civil Servant,39015.39,Rent,Galle,Hikkaduwa,1,0,18,7,low
19942830082,56,Male,Divorced,Shop Assistant,202416.31,Family,Matara,Weligama,4,2,1,0,medium
19851850092,35,Male,Divorced,Fisherman,67343.58,Own,Hambantota,Tangalle,1,1,12,5,low
20012930100,30,Male,Divorced,Engineer,338219.23,Family,Hambantota,Tangalle,2,0,3,1,low
19932650116,52,Female,Married,Businessman,15830.86,Family,Kandy,Peradeniya,1,3,16,4,low
19662690126,63,Male,Married,Driver,473913.9,Family,Gampaha,Ja-Ela,5,0,11,4,high
19670530132,59,Female,Married,Driver,71277.24,Other,Matara,Weligama,2,0,11,6,medium
20042300146,53,Female,Divorced,Shop Assistant,224730.38,Rent,Colombo,Dehiwala,2,1,9,3,medium
19782240156,41,Male,Divorced,Civil Servant,214194.14,Rent,Colombo,Colombo,2,0,2,4,low
19842840161,48,Female,Divorced,Cleaner,246097.54,Family,Kandy,Kandy,2,3,11,7,medium
19520300179,23,Male,Divorced,Businessman,27355.06,Other,Kalutara,Panadura,5,2,6,4,high
19640110184,40,Male,Married,Receptionist,161187.45,Rent,Kandy,Kandy,1,2,6,3,high
19530070190,40,Female,Married,Electrician,373081.01,Other,Colombo,Dehiwala,1,0,20,9,medium
20052290203,24,Female,Single,Army Officer,186653.58,Rent,Kalutara,Panadura,5,3,1,6,high
19582410210,32,Female,Divorced,Civil Servant,345056.88,Own,Nuwara Eliya,Nuwara Eliya,0,3,20,0,low
19910300227,54,Female,Divorced,Construction Worker,155843.55,Family,Galle,Hikkaduwa,0,3,0,2,low
19871190236,49,Male,Married,Army Officer,321073.8,Family,Gampaha,Negombo,3,0,8,1,low
19943320242,44,Male,Married,Accountant,468995.41,Family,Matara,Matara,1,0,20,6,low
19760410250,34,Male,Married,Taxi Driver,393889.03,Other,Nuwara Eliya,Hatton,1,3,14,5,medium
19603490267,37,Male,Single,Accountant,290494.8,Other,Kalutara,Kalutara,1,3,4,1,low
20021430278,39,Female,Single,Teacher,434514.95,Rent,Nuwara Eliya,Hatton,4,2,12,5,medium
19631480283,59,Male,Single,Software Engineer,108628.6,Other,Kandy,Peradeniya,5,1,17,1,low
19543080293,44,Female,Married,Driver,331475.82,Own,Colombo,Moratuwa,5,0,9,0,low
20013420308,37,Male,Married,Nurse,427912.31,Rent,Hambantota,Tangalle,4,2,14,0,medium
19791150310,45,Male,Single,Painter,445046.6,Rent,Galle,Galle,2,0,18,6,medium
19653160325,62,Female,Single,Farmer,435956.05,Rent,Kalutara,Panadura,4,2,8,3,high
19993060338,44,Female,Divorced,Civil Servant,221995.34,Family,Galle,Hikkaduwa,0,3,7,2,medium
19820780344,47,Female,Divorced,Cleaner,17839.72,Rent,Colombo,Colombo,3,2,0,0,medium
19930320359,63,Male,Divorced,Tailor,289538.97,Own,Kandy,Peradeniya,1,0,12,6,low
19981410364,56,Male,Married,Farmer,231095.85,Rent,Hambantota,Tissamaharama,5,3,4,9,high
19802080372,50,Male,Divorced,Army Officer,28086.76,Family,Kalutara,Kalutara,5,2,9,5,medium
19543350382,46,Male,Single,Nurse,298217.51,Family,Matale,Matale,3,2,15,7,medium
19711470394,45,Female,Divorced,Shop Assistant,412947.4,Own,Colombo,Colombo,1,2,4,4,low
19733170401,44,Male,Divorced,Farmer,479179.78,Family,Kalutara,Panadura,4,1,4,5,medium
19953340418,21,Male,Single,Painter,152781.32,Other,Colombo,Dehiwala,2,3,13,6,high
19620200429,22,Female,Divorced,Engineer,417498.14,Other,Hambantota,Tissamaharama,5,0,1,4,high
19760650430,35,Male,Divorced,Security Guard,52576.32,Other,Gampaha,Negombo,5,3,10,3,medium
19872640442,44,Male,Married,Software Engineer,130683.34,Own,Hambantota,Tangalle,0,0,11,5,low
19672220453,55,Male,Divorced,Software Engineer,354137.49,Own,Nuwara Eliya,Talawakele,4,1,11,5,medium
20000070467,45,Female,Divorced,Accountant,491545.04,Family,Gampaha,Ja-Ela,1,2,18,5,low
19980310477,58,Male,Married,Security Guard,233428.45,Family,Gampaha,Kelaniya,3,2,7,1,low
19932430484,56,Female,Single,Security Guard,134120.06,Other,Kandy,Kandy,2,0,7,5,low
19821440492,40,Male,Divorced,Civil Servant,178525.3,Own,Kandy,Gampola,2,0,0,10,medium
19883180506,27,Female,Divorced,Receptionist,220218.94,Own,Kandy,Kandy,3,3,0,9,medium
19820490519,42,Male,Single,Electrician,444701.71,Own,Kandy,Peradeniya,5,1,4,9,medium
20050150528,31,Male,Married,Security Guard,480999.06,Other,Galle,Hikkaduwa,0,0,0,0,low
19662160531,33,Male,Divorced,Nurse,331432.59,Rent,Gampaha,Ja-Ela,2,1,19,4,low
19823160545,51,Female,Single,Security Guard,13902.06,Family,Kandy,Gampola,2,2,4,0,medium
19762600553,60,Female,Married,Army Officer,456360.91,Own,Galle,Hikkaduwa,4,0,11,10,medium
19930020566,29,Female,Divorced,Tailor,365591.65,Own,Gampaha,Negombo,3,3,17,7,low
19901770572,36,Male,Single,Businessman,106910.74,Other,Matara,Akuressa,4,1,0,0,medium
19890320585,21,Female,Married,Receptionist,488915.48,Family,Kandy,Kandy,0,0,0,0,high
19683410592,33,Female,Single,Nurse,59686.31,Own,Gampaha,Kelaniya,2,1,20,9,low
19840110607,35,Male,Single,Electrician,162006.92,Rent,Matara,Matara,0,0,0,0,low
19552130619,31,Female,Divorced,Fisherman,10505.46,Own,Kalutara,Kalutara,0,0,0,0,low
19511540629,36,Male,Single,Doctor,11822.89,Family,Matale,Matale,3,1,13,0,low
19693640638,38,Female,Married,Electrician,460872.69,Own,Nuwara Eliya,Talawakele,3,3,0,5,high
20013210642,42,Female,Single,Teacher,340263.61,Other,Matale,Dambulla,3,3,1,6,high
20000130655,25,Female,Married,Teacher,18693.9,Other,Hambantota,Hambantota,2,2,5,5,high
19833540667,49,Male,Married,Banker,328980.36,Own,Matale,Matale,2,0,16,1,low
19961500676,48,Female,Divorced,Police Officer,76340.89,Own,Nuwara Eliya,Hatton,0,1,19,7,medium
19701960681,23,Female,Single,Nurse,159562.27,Family,Kandy,Kandy,1,0,10,3,low
19901200699,60,Female,Single,Fisherman,110638.64,Own,Colombo,Moratuwa,5,2,12,0,medium
19953060706,27,Female,Divorced,Doctor,42702.94,Rent,Hambantota,Tangalle,5,1,18,3,high
19600110719,32,Female,Divorced,Accountant,221723.35,Rent,Gampaha,Kelaniya,4,2,10,7,medium
19522810729,28,Male,Divorced,Doctor,112212.75,Family,Kalutara,Kalutara,4,2,5,2,high
20030670735,61,Female,Married,Laborer,465582.49,Own,Kandy,Peradeniya,4,1,8,3,high
19701950749,54,Female,Divorced,Receptionist,484055.66,Own,Matale,Galewela,2,3,7,3,medium
19863540751,57,Male,Married,Police Officer,260050.99,Own,Kalutara,Kalutara,1,0,10,2,low
19613090763,50,Female,Single,Farmer,435280.29,Own,Nuwara Eliya,Talawakele,4,0,5,0,low
19903400770,21,Male,Married,Farmer,215116.34,Other,Galle,Galle,1,0,1,10,high
20021780782,41,Male,Divorced,Electrician,373533.82,Family,Matale,Matale,0,2,6,1,medium
19901840798,29,Male,Single,Doctor,357024.13,Family,Gampaha,Ja-Ela,5,3,9,10,medium
19600720807,56,Male,Single,Engineer,201776.92,Rent,Galle,Hikkaduwa,0,1,18,1,medium
19733100813,56,Female,Married,Chef,274669.93,Rent,Matara,Matara,5,0,6,3,high
19542440828,49,Female,Single,Police Officer,289558.75,Own,Matara,Matara,4,3,11,6,medium
20000480833,62,Male,Single,Mason,23213.91,Other,Hambantota,Tissamaharama,0,0,0,0,low
19761110841,25,Female,Married,Shop Assistant,487258.68,Other,Hambantota,Hambantota,3,1,2,2,high
19590240855,51,Male,Single,Chef,177394.95,Own,Kalutara,Kalutara,5,2,6,8,medium
19503060863,60,Male,Single,Doctor,305640.32,Other,Colombo,Colombo,5,2,16,6,medium
19920410874,31,Male,Married,Security Guard,333208.3,Own,Gampaha,Kelaniya,0,2,11,2,high
19902900881,58,Female,Divorced,Doctor,83094.26,Family,Kalutara,Panadura,2,3,5,9,medium
19540390892,41,Female,Married,Security Guard,198052.33,Family,Gampaha,Negombo,4,2,13,5,medium
19990180907,31,Male,Married,Security Guard,281468.98,Rent,Kalutara,Panadura,0,1,9,5,medium
19523080912,52,Female,Married,Accountant,400694.33,Family,Galle,Galle,0,1,6,3,high
20011160928,34,Female,Single,Laborer,193620.31,Own,Kandy,Peradeniya,1,0,0,6,low
19592040930,61,Female,Single,Nurse,170189.16,Own,Colombo,Dehiwala,4,3,1,3,high
19612120945,22,Male,Divorced,Teacher,177205.06,Other,Matale,Matale,2,2,15,3,medium
19961780955,51,Male,Married,Laborer,48268.96,Other,Nuwara Eliya,Talawakele,5,2,1,9,high
19770650962,37,Male,Single,Police Officer,210118.42,Rent,Hambantota,Tangalle,3,2,15,10,medium
19880510976,23,Male,Divorced,Construction Worker,61968.44,Family,Matale,Matale,1,3,7,6,medium
19930390984,24,Female,Single,Chef,129064.91,Rent,Gampaha,Ja-Ela,2,0,14,1,medium
19951350993,46,Male,Single,Army Officer,132387.85,Rent,Matale,Dambulla,5,0,16,6,low
19661621005,26,Female,Divorced,Driver,419056.02,Other,Matara,Weligama,2,3,11,1,medium
19933151017,42,Female,Married,Chef,304195.83,Other,Hambantota,Tangalle,4,3,8,1,high
19610361021,55,Male,Single,Accountant,274797.16,Other,Kalutara,Kalutara,3,2,7,7,medium
20023371038,64,Male,Married,Fisherman,287097.55,Family,Kalutara,Kalutara,4,1,18,4,high
19852301042,62,Female,Divorced,Laborer,250849.07,Rent,Matara,Weligama,5,1,9,5,medium
20043301050,61,Female,Single,Accountant,60780.34,Other,Matale,Matale,5,0,4,10,high
19510461066,27,Female,Single,Electrician,34846.71,Own,Nuwara Eliya,Talawakele,4,2,16,7,medium
19760081075,54,Female,Divorced,Accountant,375057.25,Own,Matara,Matara,3,0,9,0,low
19821641084,37,Female,Divorced,Mechanic,279231.32,Other,Matara,Akuressa,3,2,13,7,medium
19560811090,44,Female,Single,Painter,48110.52,Family,Nuwara Eliya,Nuwara Eliya,5,2,10,5,low
20043101105,42,Male,Married,Mechanic,141073.04,Other,Nuwara Eliya,Nuwara Eliya,4,2,0,10,high
19601881117,50,Male,Single,Mason,263049.1,Other,Hambantota,Hambantota,5,1,13,5,medium
19650341125,21,Male,Single,Construction Worker,154282.62,Own,Nuwara Eliya,Talawakele,3,1,19,3,low
19510621131,43,Male,Divorced,Farmer,22415.97,Other,Colombo,Moratuwa,3,2,11,2,medium
19661901143,32,Male,Single,Teacher,443726.74,Rent,Matara,Weligama,4,2,18,6,medium
19740081154,53,Male,Single,Driver,115727.41,Other,Matale,Galewela,1,0,1,5,low
19580711161,25,Male,Married,Nurse,452465.22,Other,Kandy,Peradeniya,3,3,12,10,high
19611141177,48,Male,Divorced,Teacher,410474.9,Rent,Nuwara Eliya,Hatton,2,0,10,9,medium
19952591186,49,Female,Divorced,Nurse,260452.1,Rent,Kalutara,Kalutara,0,3,17,7,medium
19571761196,35,Female,Married,Nurse,427703.59,Other,Nuwara Eliya,Hatton,0,0,0,2,high
19811311205,43,Female,Divorced,Businessman,248261.19,Family,Galle,Galle,4,2,0,5,medium
19803111211,61,Female,Married,Clerk,283630.74,Rent,Galle,Ambalangoda,0,0,0,0,high
19752701220,39,Male,Divorced,Teacher,219722.84,Rent,Gampaha,Ja-Ela,5,2,7,10,medium
19752411233,42,Male,Single,Security Guard,196886.31,Family,Kalutara,Panadura,3,2,10,8,medium
19901021243,44,Female,Single,Shop Assistant,91431.12,Rent,Kalutara,Panadura,3,2,3,0,medium
19763641258,44,Female,Divorced,Accountant,330517.01,Other,Hambantota,Hambantota,3,1,10,0,medium
19990601269,33,Female,Divorced,Army Officer,329734.81,Own,Hambantota,Hambantota,0,0,0,0,low
19983521279,28,Male,Single,Fisherman,298731.58,Other,Hambantota,Tangalle,2,1,19,1,high
19661351289,28,Female,Divorced,Taxi Driver,116167.84,Rent,Matale,Dambulla,5,0,0,1,high
19971231298,30,Male,Divorced,Driver,254694.72,Rent,Hambantota,Tangalle,2,3,18,6,medium
19520521301,48,Male,Divorced,Taxi Driver,292988.45,Own,Hambantota,Tissamaharama,2,3,2,5,medium
19811071315,46,Female,Single,Laborer,249439.92,Own,Colombo,Dehiwala,5,3,7,1,medium
19513361324,21,Male,Divorced,Chef,318993.16,Other,Matale,Matale,1,1,20,1,low
19840111338,59,Male,Divorced,Clerk,11985.82,Rent,Gampaha,Negombo,1,1,18,4,low
19920511346,59,Male,Divorced,Army Officer,76497.46,Family,Galle,Galle,2,3,5,6,medium
19660111354,50,Female,Divorced,Chef,222254.07,Own,Matara,Matara,1,3,15,6,medium
19840211363,37,Female,Single,Clerk,70021.99,Own,Galle,Galle,3,0,8,6,medium
19791731379,31,Female,Married,Construction Worker,454546.66,Own,Hambantota,Tangalle,4,2,16,2,low
20002761385,61,Female,Single,Security Guard,459680.4,Family,Gampaha,Kelaniya,5,2,5,2,low
19510741398,25,Male,Married,Receptionist,348069.5,Family,Galle,Galle,1,1,1,6,high
19961171409,46,Male,Single,Software Engineer,33811.64,Other,Matale,Dambulla,2,0,1,8,high
19882171418,52,Male,Married,Farmer,86646.36,Family,Gampaha,Negombo,5,3,9,9,medium
19611811426,43,Female,Married,Plumber,36040.65,Own,Kalutara,Beruwala,5,2,0,9,high
19812351438,59,Female,Married,Construction Worker,13514.28,Rent,Hambantota,Hambantota,0,2,1,2,high
19583641445,33,Female,Divorced,Receptionist,318275.68,Other,Kandy,Peradeniya,2,3,11,1,medium
19761721455,58,Male,Divorced,Civil Servant,24534.94,Family,Colombo,Moratuwa,1,1,17,9,low
19721201461,38,Male,Single,Accountant,290643.03,Own,Matale,Matale,3,2,7,6,medium
19962221475,39,Male,Divorced,Mason,284475.92,Rent,Hambantota,Hambantota,1,2,6,3,high
19643431481,57,Female,Single,Army Officer,108116.85,Family,Gampaha,Negombo,1,3,16,0,low
19503661494,36,Female,Divorced,Driver,135556.53,Own,Matale,Galewela,0,1,19,8,medium
20032471509,44,Male,Married,Businessman,475715.3,Other,Nuwara Eliya,Talawakele,1,2,3,6,high
19700161515,47,Female,Married,Police Officer,487269.1,Other,Matara,Matara,5,1,18,0,high
